aktiv;mtid_vf;mtid_vb;mtid_parent;vannforsyningssystem;behandlingsanlegg;kommunenr;kommune;funksjon;kunstig_infiltrasjon;siling;filtrering_membran;desinfeksjon_membran;avsalting;koagulering;flokkulering;flotasjon;sedimentering;ionebytte;filtrering_ozon;desinfeksjon_ozon;uv_bestraaling;klorering;kloramin;desinfeksjon_annen;lufting;fjerning_jern_mangan;fjerning_uorg_stoff;ph_just_korrosjonkontroll;avherding;dosering_andre_kjemikalier;andre_behandlingsmetoder;periode
nei;Z1005191044230681099FGVWM;Z1005191044232081099EXBJB;Z1005191044231141099YHPQI;Bastøy Vannforsyning;Bastøy Vannbehandling;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2011
nei;Z1004231111179030136YIPZE;Z1006021327517761017CLYBV;Z1004231112551680136MLFTL;Gyltåsen - Vannforsyning;Øvre Gyltåsen Vannbehandling;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2014
nei;Z1006100946259833252JIFAH;Z1006100950229623252HPGLA;Z1006100949056893252UEPOI;Bakke Camping, Vannforsyningssystem;Behandlingsanlegg;3101;Halden;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;2023
nei;Z0811271257213673251ZMMIA;Z1009151435446791066JQAAT;Z0811271257435013251PZSJE;Sundre Vassverk;Ikke Aktuell;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2023
nei;Z1010271110454361075PHLPN;Z1010271209306511075GHRPY;Z1010271116406271075FBKCF;Levang Vassverk;Renseanlegg;1822;Leirfjord;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z1102151417485433252HZNCQ;Z1103111837079943251KMLTV;Z1102152011175193251JJKNN;Bø Og Sande Grendahus - Vannforsyningssystemet;Behandlingsanlegg;1515;Herøy (M. og R.);Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0911021219369100184MOFXZ;Z1104260944515530125KKOCV;Z1104260943049900125IZBDY;Tønsvik As Vannverk;Renseanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z1106091524414901070EFMTV;Z1106091528540221070ZZSKG;Z1106091528057091070YCELS;Finnjord Vannverk;Uv Anlegg;5530;Senja;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z1007061313442761030BSCFH;Z1108301341528073252IQJSE;Z1007061317079831030JCASZ;Hallingdal Actif Vassverket;Uv-Anlegg;;;Hovedanlegg;nei;ja;nei;nei;ja;nei;nei;nei;ja;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2020
nei;Z0810091002546483251ZHRSB;Z1107151112295051099TTCOM;Z1002021344059821097GIRTX;Dovreskogen Gjestegård - Vannforsyning;Vannbehandling;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2014
ja;Z0705302239132951190IORUG;Z1112061451415640104UURVM;Z1102041116447573252WNLXU;Bjøråa Vassverk;Bjøråa Behandlingsanlegg;1566;Surnadal;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z1112211413501650111CHBPE;Z1112211413513730111KNYQZ;Z1112211413509410111AGEHB;Jakob Svandal Vannverk;Vannbehandlingsanlegg For Jakob Svandal Vannverk;1124;Sola;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2013
nei;Z0704301339431821189VUQQM;Z1201101251440960165OMVLF;Z0704301339431821189WUZYJ;Olden Vassverk;Uv-Anlegg For Cruice-Kaia;4651;Stryn;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0705302301205691190QBUUJ;Z1201301243161083252SLTRB;Z0805072259377371195JHVUF;Veme Vannverk;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2014
nei;Z0704301342436611189LNAHN;Z1202061518264550250EBEWN;Z0911262100023321126OBMPU;Gjerdsvika Vassverk;Utgått;1514;Sande;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2012
nei;Z1003021510274250114ROWPT;Z1203162335087073251CMMVI;Z1203162322008563251UMUZW;Nessane Vassverk;Behandlingsanlegg;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0705302240148751190QSGKO;Z1204021042552953252QOZEO;Z1204021042257413252EKBZG;Bergsbakken Grendehus - Vannforsyning;Bergsbakken Grendehus Vv - Behandlingsanlegg;3450;Etnedal;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2015
nei;Z1207030944329503106MRNLX;Z1207050852390883251TGKKX;Z1207030947478633106KSSYO;Havn Vassverk;Havn Vassverk Behandling;4611;Etne;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0712172011048171190VOMEZ;Z1206271351574740370XNBWG;Z0911262100233391126LXUYP;Tromsø Vannverk Vann Og Avløp;Solligården Reserveanlegg;;;Reserveanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2019
nei;Z0704301337441271190JUPZM;Z1212170928155223252TGDWS;Z0805072301201621189GVLEN;Leikanger Vassverk;Leikanger Vassverk;4640;Sogndal;Hovedanlegg;nei;ja;ja;nei;nei;nei;nei;nei;ja;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2018
ja;Z1006031521096843251QXLLZ;Z1301211317246320366JGBXK;Z1006031527182133251XEPXR;Ørsnes Vassverk A/S;Ørsnes/Hopen;1865;Vågan;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z1303051427131553115TQHOR;Z1303051427134363115TWOKY;Z1303051427133113115IDOLL;Sofies Stuer As - Vannforsyning;Sofies Stuer - Behandlingsanlegg;3411;Ringsaker;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2013
nei;Z1302211004502293104HRSBL;Z1302211004507283104GFKEI;Z1302211004504793104TVILS;Myranes Vannverk;Store Gjevikvann;5056;Hitra;Reserveanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z1001211331219001016PRLRD;Z1304241538449813116PPIZX;Z1304160925335020392BCDFI;Festo Skule;Behandlingsanlegg;4631;Alver;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;2013
ja;Z0711212004536381189BKUFM;Z1305271210242903252XKSTT;Z0911262059330771126USPDW;Ljøsheim Vannforsyning;Uv-Behandling Og Sil, Ljøsheim;3411;Ringsaker;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z1308261329035063251BEXZO;Z1311141038103253251MUEIK;Z1311141035282163251QXNST;Vannforsyning Fra Egen Brønn Til Markestad As;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2018
ja;Z1312171432204892024DIVFJ;Z1312171432207712024QWYBN;Z1312171432207042024DHOCQ;Hiimsmoen Vassverk;Vannbehandlingsanlegg For Hiimsmoen Vassverk Suldal Kommune Bygg Og Eigedom;1134;Suldal;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;2025
nei;Z1312041303185263163YXCTX;Z1312041312536243163ETPUP;Z1312041311112033163ITGDT;Kjeknuten Hyttefelt;Vannbehandlingsanlegg;4228;Sirdal;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z1401210757254092024PYGLD;Z1401210757256802024ZUAUC;Z1401210757255792024UBZJP;Myranes Vannverk;Store Gjevikvann;5056;Hitra;Reserveanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z1402110938272763252IXHHS;Z1402111004416983252JPVHT;Z1402110955515003252WOYMD;Byrkjedalstunet Vannverk;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z1401300926536523251MMLUO;Z1402050904390013252ZWXCX;Z1402050831251153252MAMTN;Vannforsyningssystem;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z1402141324146812025TPOZK;Z1402141324147612025ZSEQK;Z1402141324147272025NKLTA;Syre Vannverk Sa;Syre Vannverk Behandlingsanlegg;1149;Karmøy;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z1402172034178863251MKYJO;Z1402172105300943251OFKBY;Z1402172056218963251YXMXM;Strengelvåg Vannlag Sa - Vannforsyningssystem;Uv-Anlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z0704301336413871190OGCOE;Z1405071044339910397YZNBN;Z1202131956583973251HKMGO;Haugslia Hyttesenter Vassverk;Behandlingsanlegg;4621;Voss;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2024
nei;Z0704301342250191190SDQYC;Z1404281512548783169SVIXB;Z0704301342250201190MVEUD;Standaleidet Vassverk;Vannbehandlingsanlegg For Standal Alpesenter As;1520;Ørsta;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0704301340388961189QANCJ;Z1409190901541973102WMFBM;Z0704301340388961189DPAXR;Hindsæter Fjellhotell As - Vannforsyning;Hindsæter Fjellhotell As - Partikkelfilter;3435;Vågå;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2019
ja;Z1502051059175903252WINZP;Z1502051409101153252GWMQD;Z1502051345358483252VQFKL;Nystøllia Hyttefelt Vannforsyning;Renseanleg For Jern Og Mangan;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;2025
nei;Z1502091139506793252LOMHT;Z1502091246201683252RLVLR;Z1502091228134213252QFMEB;Husavik Vassverk;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2017
nei;Z0905191021341540175JZXEU;Z1503041104196453252SKZOF;Z0905191043528800175ZGHUG;Haram Kommunale Vassverk Ytre;Krise-Anlegg Alvestad (Tidligere Sahara);;;Reserveanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2018
ja;Z1503171414374802024DJWTQ;Z1503171414377352024LCSEH;Z1503171414375722024KMNUO;Hordnestunet Vannforsyningssystem;Behandlingsanlegg - Hordnestunet Vannforsyningssystem;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2015
nei;Z1506081331343193251MQIDE;Z1506081418293863251VMBCM;Z1506081401263803251PWNFT;Skarv Fpso;Skarv Fpso Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z1506161002473843197AJIZW;Z1506161008145093197GVZWQ;Z1506161006365293197PPCAG;Sandvik Camping Vannverk;Uv-Anlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z1604070902169963252VVCFQ;Z1604070907487283252ZEDYM;Z1604070905276533252AZOKQ;Vannforsyningssystem;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z1606270939344293251WUEBD;Z1606271035028393251ZTNHW;Z1606270947453153251ETGTP;Setten Hyttegrend - Vannforsyningssystem;Setten Hyttegrend - Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z1607111221471292024GRUQL;Z1607111221476162024MUVYG;Z1607111221473042024AUVCZ;Dovreskogen Gjestegård - Vannforsyning;Vannbehandling;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2017
nei;Z1608081032494222024DSLVF;Z1608081032496422024JLIVC;Z1608081032495662024PJBPP;Nord-Vågnes Vannanlegg Al;Renseanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z1610071344370112025HZYCR;Z1610071344371482025ZIIKK;Z1610071344371012025REFZC;Skittenelv Camping;Vannbehandlingsanlegg For Skittenelv Camping;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2021
nei;Z0710032241290701195KGMKN;Z1701020849536283252VRTWA;Z0911262100187471126XXMSF;Råkvåg Vannverk V/Rissa Kommune Teknisk Drift;Øyan Vannbehandlingsanlegg;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;
nei;Z1402071410011233251TBDIY;Z1702151257532413251TXOUS;Z1402111501065373251WARCJ;Tuft Og Omegn Vannforsyning Sa;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2023
ja;Z1703121912425643251CXFWJ;Z1703121928579823251NVBZQ;Z1703121923363063251ECDFA;Finsandvika Hyttegrend, Vannforsyning;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2022
ja;Z1705161206270683252PBZPR;Z1705161213497443252IVVFY;Z1705161210054863252TOUSY;Fossanåsen Eiendom - Vannforsyningssystem;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z1710040926159513252EFZFW;Z1710040930017933252MXFUP;Z1710040928516733252DSISS;Jarfjord Grensestasjon;Behandlingsanlegg Jarfjord Grensestasjon;5605;Sør-Varanger;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z1102071244297391043GEJMT;Z1802190940347323123XIWFZ;Z1104260959569603251EHFLB;Holmsbu Spa & Resort As - Vannforsyning;Vannbehandlingsanlegg;3203;Asker;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0707022019552991190BNXYL;Z1802261321054253252RZFPP;Z0911262100373311126WBXEG;Kautokeino Vannverk;Behandlingsanlegg Pr Feb 2018;5612;Kautokeino;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0707022019244761190GGQGL;Z1804261442445593251LMPOV;Z0911262058302431126AFDMA;Egersund Vannverk;Kjerketjørn Behandlingsanlegg;1101;Eigersund;Hovedanlegg;nei;nei;ja;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0707022019283471190TTIVM;Z1806211331325563251JXAND;Z0707022019283471190SUNND;Vestfold Vann Iks;Seierstad Vannbehandlingsanlegg;3909;Larvik;Hovedanlegg;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;ja;nei;nei;nei;nei;ja;nei;ja;nei;2019
nei;Z1810101405517303148YNNIX;Z1810101421094553148JCSJB;Z1810101411274513148RWMNG;Buvassbrenna Vannverk;Jern/Manganfilter;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;2019
nei;Z1810121301470962024ZUGPT;Z1810121301471422024AXGHH;Z1810121301471182024DNYNE;Rullestad Camping - Vannforsyningssystem;Rullestad - Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z1201171612082011084WGJFV;Z1903011345270793126KWJQK;Z1201171621102961084VUFRE;Sandsletta Camping Vannverk;Sandsletta Camping;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z1802061251213222025USBYF;Z1904240759340150127DDHAS;Z1802061251213412025BFQAE;Stange Kommune Kommunalteknikk Bottenfjellet Vannverk;Bottenfjellet - Behandlingsanlegg;3413;Stange;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;ja;nei;nei;ja;nei;nei;
nei;Z0705302239287161189YBTCX;Z1901300825399610128PBDBW;Z0705302239287161189IPZXW;Brygghaug Vannverk;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0705302301185791190DRPCG;Z1905131125443793129QXWZL;Z0911262059248401126KWMHU;Meland Vassverk Meland Kommune;Sætrevik Renseanlegg (Husebø);;;Reserveanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z1910030841493602025YJPPL;Z1910030841493922025OSKNO;Z1910030841493772025BPAZQ;Nesodden Kommunale Vannverk;Fullrenseanlegg Bleksli;3212;Nesodden;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z2002281422325852024BTDMJ;Z2002281422326142024ZPUHY;Z2002281422326032024LODWE;Linesøy Vassverk V/Åfjord Kommune;Vannbehandlingsanlegg For Linesøy Vassverk V/Åfjord Kommune;5058;Åfjord;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z2002241320165372024HNOLX;Z2002241320166402024OFVHX;Z2002241320165582024BFPBO;Tarvannet Vannverk;Tarvannet Vannbehandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;ja;nei;nei;nei;nei;nei;ja;nei;nei;nei;2025
ja;Z2002041035159812024LBZIN;Z2002041035160442024ODCGQ;Z2002041035159962024TAPWG;Florø Vassverk Kinn Kommune;Botnaneset;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;ja;2025
nei;Z2001221427066062024IVSJD;Z2001221427067182024CYVXE;Z2001221427066222024DECSO;Eide Kommunale Vannverk;Eidsneset Behandlingsanlegg;5055;Heim;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z2003050851218552024FBBCV;Z2003050851219032024CKINB;Z2003050851218852024HOZVF;Kjøpsvik Vannverk;Behandlingsanlegget;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z2001091432319772025WEWMO;Z2001091432320142025FXTLA;Z2001091432319952025KTRMC;Salsnes Vannverk;Salsnes Vannbehandlingsanlegg;5007;Namsos;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z2001021245140282025ZILSF;Z2001021245141032025AUEJQ;Z2001021245140482025FTRMW;Vada Vasslag;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z2001151138202102025DMNUI;Z2001151138202382025XNLBJ;Z2001151138202262025GNAMO;Meldal Vannverk;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2019
nei;Z2002101525373952025PHBDE;Z2002101525374902025QZNRH;Z2002101525374372025HESQG;Skaland Vannverk;Uv-Anlegg;5530;Senja;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2020
nei;Z2003201318442302024TWSCD;Z2003201318443812024WODAX;Z2003201318442442024MPVML;Grodås Vassverk;Slettes;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2022
ja;Z1405121250376773129IAQYR;Z2002060732406440127EWRJN;Z2002051126235370127JIZTP;Jubelen Vannverk;Jubelen Vannbehandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;2024
nei;Z2001091501180512025ONSQT;Z2001091501180932025KCZLZ;Z2001091501180652025FMTRP;Roan Kom. Vannverk V/ Roan Kommune;Roan Renseanlegg;5058;Åfjord;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z2001171307553882024VYYZE;Z2001171307554782024VCSAZ;Z2001171307554082024JQYVR;Midsund Vassverk;Nytt Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z2006021315465012024RFLWA;Z2006021315467452024RRCOY;Z2006021315465362024PVWRV;Vassryggen Vannverk;Forsand Vannverk Reservevannverk;;;Reserveanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2024
nei;Z2003250847118362025JGNMB;Z2003250847118832025NUHUU;Z2003250847118592025BNYWL;Kirketeigen Ungdomssenter - Vannforsyning;Vannbehandlingsanlegg For Kirketeigen Ungdomssenter;3436;Nord-Fron;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0705302238561331190YOHFG;Z2006301040451660128QQBJN;Z0705302238561331190AAONS;Sollia Vassverk;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2020
ja;Z2010281024369702024TZVUQ;Z2010281024370012024MJTNT;Z2010281024369812024LCJVS;Byremo Vannverk;Byremo Vannbehandlingsanlegg;4225;Lyngdal;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;ja;nei;nei;nei;2025
ja;Z2101221442508592025QKQCV;Z2101221442510142025BCUBI;Z2101221442508702025IAJEG;Tromsø Vannverk Vann Og Avløp;Varden Vb03;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z2012181603092252024MCEFO;Z2012181603095392024PYCJE;Z2012181603095272024NIZOW;Soleseter Vann Og Avløp;Behandlingsanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0704301335425191190LOBFW;Z2102120916530100127XWMCR;Z0704301335425201190RJNKW;Havdal Vannverk;Uv;5022;Rennebu;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z2101081521121012024KSIWJ;Z2101081521121182024HJVQY;Z2101081521121102024PGLJN;Alvheim Vassverk;Behandlingsanlegg - Alvheim Vassverk;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;2020
