aktiv;mtid_vf;mtid_vb;mtid_parent;vannforsyningssystem;behandlingsanlegg;kommunenr;kommune;funksjon;kunstig_infiltrasjon;siling;filtrering_membran;desinfeksjon_membran;avsalting;koagulering;flokkulering;flotasjon;sedimentering;ionebytte;filtrering_ozon;desinfeksjon_ozon;uv_bestraaling;klorering;kloramin;desinfeksjon_annen;lufting;fjerning_jern_mangan;fjerning_uorg_stoff;ph_just_korrosjonkontroll;avherding;dosering_andre_kjemikalier;andre_behandlingsmetoder;periode
nei;Z0704301336540971189OXNPM;Z0704301336540991189KKAZB;Z0704301336540971189KPZRQ;Ølen Vassverk;Vannbehandlingsanlegg For Ølen Vassverk;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0704301337297831189CNXJO;Z0704301337297841189WUMHE;Z0704301337297841189KVNCF;Rokosjøen Camping As - Vannforsyning;Vannbehandlingsanlegg For Rokosjøen Camping As;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2013
nei;Z0704301336562111189PHPQO;Z0704301336562121189ZSKCP;Z0704301336562111189NZRCI;Foreneset Vassverk;Vannbehandlingsanlegg;1134;Suldal;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2011
nei;Z0704301336450221190VDKFY;Z0704301336450231190WCXFS;Z0704301336450231190YHBPV;Høyvik, Jakob;Vannbehandlingsanlegg For Høyvik, Jakob;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0704301336569151189YIKRA;Z0704301336569171189VGYSS;Z0704301336569161189JJPHX;Kyrping Camping Vassverk;Vannbehandlingsanlegg For Kyrping Camping;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z0704301336574351189ZFOWI;Z0704301336574371189TMQGI;Z0704301336574361189DJEEV;Åsane Hyttegrend As;Vannbehandlingsanlegg For Åsane Hyttegrend As;1135;Sauda;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;2024
nei;Z0704301336461401190AONUE;Z0704301336461411190IVFZN;Z0704301336461401190XBVGW;Torsen Vannforsyning;Vannbehandlingsanlegg For Torsen Vannforsyning;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0704301336575931189ZSKSK;Z0704301336575941189AKUSF;Z0704301336575941189RDIPO;Jakob Svandal Vannverk;Vannbehandlingsanlegg For Jakob Svandal Vannverk;1124;Sola;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2010
nei;Z0704301337516461189CTGDM;Z0704301337516471189FMYNY;Z0704301337516461189RVUHF;Barsnes Vasslag P/L Knut Andreas Hågvar;Vannbehandlingsanlegg For Barsnes Vasslag P/L Knut Andreas Hågvar;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2010
nei;Z0704301337406801190OMRVX;Z0704301337406811190IOMBL;Z0704301337406801190QUULU;Borlaug Turistheim Og Vandrarheim;Vannbehandlingsanlegg For Borlaug Turistheim Og Vandrarheim;4642;Lærdal;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;ja;nei;ja;nei;nei;nei;2013
nei;Z0704301338002211189MKZNY;Z0704301338002221189TFNQO;Z0704301338002221189FRIEU;Vassforsyningssystem Uritun Camping;Vannbehandlingsanlegg For Uritun Camping;1578;Fjord;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2009
nei;Z0704301337287551190QWZTM;Z0704301337287561190MOVRI;Z0704301337287561190UGTKJ;Grefsnesvågen Vannverk;Vannbehandlingsanlegg For Grefsnesvågen Vassverk Ba V/Olav Fikse;5056;Hitra;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2010
nei;Z0704301337408231190RNKVO;Z0704301337408241190QUKMJ;Z0704301337408231190WRLVN;Bøensætre V/Monica Balder;Vannbehandlingsanlegg For Bøensætre V/Monica Balder;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0704301337409981190EGJQV;Z0704301337409991190CYBWK;Z0704301337409991190QTOFB;Flåm Skule;Vannbehandlingsanlegg For Flåm Skule;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0707022019485571190OZLTN;Z0805072301273781189TVXWF;Z0805072301273771189XUWUL;Måløy Og Raudeberg Vassverk;Skramsvatnet, Behandlingsanlegg;4602;Kinn;Hovedanlegg;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;ja;nei;2018
nei;Z0707022019485571190OZLTN;Z0805072301273791189MGBBR;Z0805072301273771189XUWUL;Måløy Og Raudeberg Vassverk;Nygårdsvatnet Behandlingsanlegg;4602;Kinn;Reserveanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;2018
ja;Z0704301337527791189UXATP;Z0704301337527801189GCCLJ;Z0704301337527791189TJZRC;Vannforsyningen Til Fortidsminneforeningen Sitt Besøkssenter I Borgund;Vannbehandlingsanlegg For Besøkssenter I Borgund Fortidsminneforeningen;4642;Lærdal;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;2025
nei;Z0707022019540031190UPKFC;Z0805072301335341195YUQLK;Z0805072301335321195SXUPN;Ålesund Kommunale Vannverk;Gammelt Behandlingsanlegg;1508;Ålesund;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;ja;nei;2011
nei;Z0704301339483031189PMTTJ;Z0805072301275801189SFTWS;Z0805072301275791189UBDFO;Raudeberg Vassverk V/Andreas Wik;Reinseanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0704301338014501189SZJSA;Z0704301338014511189ESSOR;Z0704301338014511189EUGXI;Orreneset Misjonssenter - Vassforsyning;Vannbehandlingsanlegg For Orreneset Misjonssenter;1528;Sykkylven;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2011
nei;Z0704301339492511189SNHRF;Z0805072301307221189PVBJY;Z0805072301307211189JSOTZ;Moane Vassverk P/L;Moane Reinseanlegg;4650;Gloppen;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2014
nei;Z0704301337417831190USYLW;Z0704301337417841190PZJNY;Z0704301337417841190PGCOC;Håbakken Vassverk;Vannbehandlingsanlegg For Håbakken Vassverk;4642;Lærdal;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2021
nei;Z0704301337420721190YEMBV;Z0704301337420731190TXRLR;Z0704301337420731190YVHGQ;Bjelde Gard Bjelde;Vannbehandlingsanlegg For Bjelde Gard Bjelde;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2011
ja;Z0805072301379431195DINJR;Z0805072301379451195IESDX;Z0805072301379441195XSMUA;Garsholhaugen Vassbehandlingsanlegg;Garsholhaugen Vassbehandlingsanlegg;1516;Ulstein;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2025
nei;Z0704301338017891189RNTGB;Z0704301338017901189VJJWX;Z0704301338017901189XVGSQ;Dalen Gaard Og Familecamping - Vassforsyning;Vannbehandlingsanlegg For Dalen Gaard Og Familiecamping;1525;Stranda;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0704301337444041189SORGF;Z0704301337444051189TTBGH;Z0704301337444051189PWGKK;Ramme Gård - Vannforsyning;Vannbehandlingsanlegg For Ramme Gård;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0707022019144681190QSLYY;Z0805072301255391194YIMZW;Z0805072301255361194KZVQP;Førde Vassverk Førde Kommune, Teknisk Etat;Refsdal Vassbehandlingsanlegg;4647;Sunnfjord;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;2018
ja;Z0704301337423921190GUYCB;Z0704301337423931190DSHYG;Z0704301337423931190WVFLR;Vindedal Camping;Vannbehandlingsanlegg For Vindedal Camping;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2017
nei;Z0704301337509821190XMCVQ;Z0704301337509831190XAGRC;Z0704301337509821190KVFUI;Solhaug Camping - Vassforsyning;Vannbehandlingsanlegg For Solhaug Camping;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0707022020161251190JYTAV;Z0805072301332651195FCEDH;Z0805072301332641195IIYQK;Kristiansund Vannverk Byingeniøren;Storvatnet Behandlingsanlegg;1505;Kristiansund;Hovedanlegg;nei;ja;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;
nei;Z0704301337457361189IEVQM;Z0704301337457371189GKORT;Z0704301337457371189SKKLL;Svartskog Barnehage - Vannverk;Vannbehandlingsanlegg For Svartskog Barnehage - Vannverk;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0705302239329141190YZPWR;Z0805072301282321190AQXEY;Z0805072301282321190WKNLH;Selje Vassverk;Vassrenseanlegg. Djupedalen;;;Hovedanlegg;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;2018
nei;Z0704301337322771190LPLVG;Z0704301337322781190YROXC;Z0704301337322781190QRWEZ;Vangen Skistue As;Vannbehandlingsanlegg For Vangen Skistue As;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0704301337324011190DRIQW;Z0704301337324021190NASXP;Z0704301337324021190RDCWC;Jehovas Vitner;Vannbehandlingsanlegg For Jehovas Vitner;3220;Enebakk;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2014
nei;Z0705302239398361190NCORY;Z0805072301284291194RMUFA;Z0805072301284281194JANTY;Stadlandet Vassverk;Renseanlegg Fløde;;;Hovedanlegg;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2018
ja;Z0704301337460421189ZFPPV;Z0704301337460431189GNDCA;Z0704301337460431189SWSPA;Slora Gård - Vannverk;Vannbehandlingsanlegg For Slora Gård - Vannverk;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;2014
nei;Z0704301337372761190LTSAR;Z0805072301206621190EBIUM;Z0805072301206621190KCDIZ;Mundal Vassverk V/Aamund Mundal;Renseanlegg Mundal Vassverk;4640;Sogndal;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0704301337468931189WUREQ;Z0704301337468941189CHSJM;Z0704301337468931189RFGNP;Mørk Golf - Vannverk;Vannbehandlingsanlegg For Mørk Gård - Vannverk;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0705302239128431190DGYYY;Z0805072301208091190FEBWC;Z0805072301208081190NSCHE;Flåm Vassverk;Vasshandsaming Flåm;4641;Aurland;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z0704301337341191190PUWOK;Z0704301337341201190RENMZ;Z0704301337341191190MSVHQ;Stiftelsen Frambu - Vannverket;Vannbehandlingsanlegg For Stiftelsen Frambu - Vannverket;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0705302239327351190WPKKN;Z0805072301293471194XIUKH;Z0805072301293461194ALEAE;Nordfjordeid Vassverk;Basseng Og Reinseanlegg Vårsetra - Myklebust;4649;Stad;Reserveanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2018
nei;Z0704301337342761190IYWDY;Z0704301337342781190HNSZP;Z0704301337342771190HFHQS;Sørmarka As - Studie- Og Konferansesenter Vannverket;Vannbehandlingsanlegg For Sørmarka As - Vannverk;;;;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0707022019200081190WKWQA;Z0805072301381821195ECGIW;Z0805072301381811195ZNKIZ;Hareid Kommunale Vassverk;Vassbehandlingsanlegg Nesset;1517;Hareid;Hovedanlegg;nei;ja;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;2025
ja;Z0704301342413521189IGZXK;Z0805072301384481195HBWBD;Z0805072301384481195ADONM;Hjørungavåg Vasslag A/L;Hjørungavåg Vassverk;1517;Hareid;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0805072301347531190YMHRE;Z0805072301347541190RUHUM;Z0805072301347531190YIGAC;Stemmedal Vasslag A/L;Stemmedal Vasslag A/L;1515;Herøy (M. og R.);Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2012
ja;Z0704301337480441189OOURY;Z0704301337480451189PISPW;Z0704301337480451189JKAWB;Vassbakken Kro Og Camping - Vassforsyning;Vannbehandlingsanlegg For Vassbakken Kro Og Camping;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0704301337354331190LFKGV;Z0704301337354341190YPPHM;Z0704301337354341190FPPHQ;Glennetangen Fritidssenter;Vannbehandlingsanlegg For Glennetangen Fritidssenter;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0704301337446101190QHOMB;Z0704301337446111190SSSJF;Z0704301337446111190ODYIJ;Lærdal Vassverk;Vannbehandlingsanlegg For Lærdal Vassverk (Skal Fjernes);4642;Lærdal;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2022
nei;Z0705302301384201190AAVZC;Z0805072301130771190FQMPO;Z0805072301130761190JQWAU;Kløve Vassverk;Behandlingsanlegg - Kløve Vassverk- Viken;4631;Alver;Hovedanlegg;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2017
nei;Z0805072301122181189ZOYXN;Z0805072301122191189HBHAV;Z0805072301122181189XFWXL;Toftøy Vassverk;Behandlingsanlegg - Toftøy Vassverk;4626;Øygarden;Hovedanlegg;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;2011
nei;Z0707022019117681190OSNJM;Z0805072301123731189ELETU;Z0805072301123721189ADAKG;Alvheim Vassverk;Behandlingsanlegg - Alvheim Vassverk;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;2018
nei;Z0704301337188741190EBARK;Z0704301337188751190FSYUD;Z0704301337188751190FHQUL;Lageråkvisla;Vannbehandlingsanlegg For Lageråkvisla;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0704301337191431190KLSQA;Z0704301337191441190CVMPK;Z0704301337191431190WFURO;Haraset Leirsted - Vannforsyning;Vannbehandlingsanlegg For Haraset Leirsted;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2011
nei;Z0805072301125071189USQYJ;Z0805072301125081189RAGNV;Z0805072301125081189EJKXZ;Blomvåg Vassverk;Behandlingsanlegg - Blomvåg Vassverk;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;2017
nei;Z0704301340589281189IIOQX;Z0805072301161741189GATEN;Z0805072301161731189QWBSJ;Brekke Vassverk Sa;Reserveanlegg Engesetelva (Utgått);4635;Gulen;Reserveanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2011
nei;Z0704301343352741189JYVYK;Z0805072301169151190BVANW;Z0805072301169151190HZNNB;Hardbakke Vassverk Solund Kommune, Teknisk Etat;Storevatn;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;2013
nei;Z0704301337204401190TALTG;Z0704301337204411190TOIMK;Z0704301337204411190CBIBR;Lakseslottet Lindum - Vassverket;Vannbehandlingsanlegg For Lakseslottet Lindum - Vassverk;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2009
ja;Z0707022019448511190GEGPP;Z0805072301174301194DUIJR;Z0805072301174291194YKGYS;Bøfjorden Vassverk;Tveit Vassrenseanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z0704301337564171189SSPOM;Z0805072301189181195CRRNJ;Z0805072301189171195YAHYQ;Bødalen Vassverk;Bødalen;4639;Vik;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2025
ja;Z0704301337562281189KPBHF;Z0805072301192451195CXIGT;Z0805072301192431195KJESU;Vangsnes Vassverk;Vangsnes Reinseanlegg;;;Hovedanlegg;nei;ja;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z0704301340589281189IIOQX;Z0805072301161751189HXABA;Z0805072301161731189QWBSJ;Brekke Vassverk Sa;Brekke Vannbehandlingsanlegg;4635;Gulen;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
ja;Z0707022019505701190VPWVV;Z0805072301170901190DSTBG;Z0805072301170891190JJYAY;Hyllestad Vassverk;Hyllestad Vassverk;;;Hovedanlegg;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;ja;nei;ja;nei;2025
ja;Z0704301337207341190ZMJRT;Z0704301337207351190YKHTZ;Z0704301337207341190DAMKB;Nes Almenning;Vannbehandlingsanlegg For Nes Almenning;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2022
ja;Z0705302239109971189ANFZC;Z0805072301221211195OSKKU;Z0805072301221181195YPEAN;Gaupne Vassverk;Gaupne Vassverk, Røneid;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;2025
ja;Z0704301337466031190SBLKY;Z0704301337466041190HIBPM;Z0704301337466041190LGIMR;Borgund Hyttesenter Og Camping - Vassforsyning;Vannbehandlingsanlegg For Borgund Hyttesenter Og Camping V/Olaf H. Voldum;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;ja;nei;ja;2019
nei;Z0705302301226221189JEBTM;Z0805072301166131189GLOCK;Z0805072301166121189MTCIS;Eivindvik Vassverk Gulen Kommune;Membranfilteranlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0704301337560691189AHDJC;Z0805072301197201189RAAVL;Z0805072301197191189MTKRW;Vik Vassverk;Refsdal Behandlingsanlegg;4639;Vik;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2025
ja;Z0704301337231751190SRQCG;Z0704301337231761190UZDZI;Z0704301337231761190YFFJX;Vannforsyning Til Veslelien, Stiftelsen Kirkens Bymisjon;Vannbehandlingsanlegg For Veslelien, Stiftelsen Kirkens Bymisjon;;;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;2025
nei;Z0704301337388031190NTLNC;Z0704301337388031190UQDXF;Z0704301337388031190EDPHJ;Turtagrø Hotel - Vassforsyning;Vannbehandlingsanlegg For Turtagrø Hotell As;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;2010
nei;Z0705302239161131190KIJPH;Z0805072301226501195KIJUE;Z0805072301226471195VDDYV;Skjolden Vassverk;Lufteanlegg;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2010
ja;Z0705302239161131190KIJPH;Z0805072301226481195UPQXX;Z0805072301226471195VDDYV;Skjolden Vassverk;Vannbehandling;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;2025
nei;Z0704301337470691190RKJLO;Z0704301337470701190GTXIR;Z0704301337470701190COGMQ;Tveit Camping - Vassforsyning;Vannbehandlingsanlegg For Tveit Camping;4639;Vik;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2011
nei;Z0705302239041241189PWYDU;Z0805072301199021189OEPEM;Z0805072301199021189XDBEP;Balestrand Vassverk;Behandlingsanlegget;4640;Sogndal;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;2018
ja;Z0704301337352701189QDHAM;Z0704301337352711189TUFTB;Z0704301337352711189FCHOZ;Ringen Rehabiliteringssenter - Vannforsyningssystem;Ringen Rehabiliteringssenter - Vannbehandlingsanlegg;3411;Ringsaker;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;2022
nei;Z0704301337355001189NELHA;Z0704301337355011189TLNPF;Z0704301337355011189NEVBK;Biri Treningssenter Avd. Moelv;Vannbehandlingsanlegg For Biri Treningssenter Avd. Moelv;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
nei;Z0704301337233161190KVFYO;Z0704301337233171190IHYWB;Z0704301337233161190LDVIH;Malunge Gjestegård - Vannforsyning;Vannbehandlingsanlegg For Malungen Gjestegård;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2011
ja;Z0704301337236361190EOUPW;Z0704301337236371190LJPPR;Z0704301337236371190RSHFS;Samuelstuen Camping;Vannbehandlingsanlegg For Samuelstuen Camping;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2016
ja;Z0705302239145071190CILOE;Z0805072301216391194LNVFY;Z0805072301216371194MGYBJ;Øvre Årdal Vassverk;Grunnsvannsanlegg;4643;Årdal;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
nei;Z0704301337507991189MUEPZ;Z0704301337508001189LKSKW;Z0704301337508001189SHZAC;Steinbergdalen Turisthytte Aurlandsdalen;Vannbehandlingsanlegg For Steinbergdalen Turisthytte Aurlandsdalen;;;Hovedanlegg;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;
ja;Z0805072301259391195AGZWL;Z0805072301259411195AQVME;Z0805072301259401195XSZRR;Hauge Vassverk;Behandlingsanlegg Hauge Vassverk;4648;Bremanger;Hovedanlegg;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;2025
