aktiv;orgform;fnr;fnavn;orgnr;virksomhet;virksomhet_kommunenr;virksomhet_kommune;vannforsyningssystem;mtid_vf;ir_orgform;vregnr;kommunenr;kommune;mtregion;mtavdeling;siste_insp;omraade;periode;vannprod;vannegetnett;vann_mottatt;max_vann_pers;max_vann_dogn;beredskap;beredsk_oppd;beredsk_ovelse;boliger;helseinst;skoler;nmindustri;hyttercamp;gardsbruk;fiskemottak;ant_fastboende;ant_personer_max;ant_husstander;ant_hytter;forbr_fast_bosetting;forbr_fritidsboliger;forbr_industri;forbr_tjytende;forbr_primnaering;forbr_annet;forbr_lekkasje
nei;KOMM;921233418;Orkland Kommune;976975383;Orkland Kommune Kommunale Veger;5059;Orkland;Ofstad Vannverk;Z1412051334193792024EPCFI;;;5059;Orkland;ERROR [MAT_EJBOrgUnit];tilsynet;;Ofstad vannverk;;;;;;;ja;;;ja;nei;nei;nei;nei;nei;nei;30;;15;2;;;;;;;
nei;KOMM;964951640;Nesbyen Kommune;974606666;Tekniske Tjenester Drift/Vedlikehold Etc;3322;Nesbyen;Høydebasseng Østenforskogen;Z2012211346385200127UOKIF;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Nesbyen sentrum;;;;;;;ja;;;ja;ja;ja;nei;ja;ja;nei;2200;2500;850;0;;;;;;;
ja;AS;980332977;Implenia Norge As;981877985;Implenia Norge As;3201;Bærum;Kvitsøy - Vannforsyning;Z2503041337403561012NZOSG;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Kvitsøy Brakkerigg;;;;;;;nei;;;nei;nei;nei;ja;ja;nei;nei;0;100;0;0;;;;;;;
nei;BEDR;;;991880550;Åsta Vannverk;0429;Åmot - UTGÅTT KODE;Åsta Vannverk;Z0805072259015321195UEQKK;;42914;3422;Åmot;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;ja;;;ja;;;nei;ja;;;55;55;22;2;;;;;;;
nei;KOMM;940363586;Gaivuona Suohkan Kåfjord Kommune Kaivuonon Komuuni;974569361;Kåfjord Kommune Anleggstjenesten Drift/Vedlikehold Etc;5540;Kåfjord;Indre Kåfjord Vannverk;Z0811070950255123252VDUVV;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Kåfjorddalen, Birtavarre, Trollvik, Langnes;;;;;;;ja;;;ja;ja;ja;ja;ja;ja;nei;798;798;759;34;;;;;;;
nei;AS;932912937;Læringsverkstedet Småfolk Barnehage As;986952926;Læringsverkstedet Småfolk Barnehage;4611;Etne;Læringsverkstedet - Småfolk Barnehage As - Vannforsyning;Z2408050935369512025JYGEC;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Småfolk Barnehage;;;;;;;ja;;;nei;nei;ja;nei;nei;nei;nei;0;150;1;0;;;;;;;
ja;;;;;Vier Vannverk;;;Vier Vannverk;Z1109021124442491092MJMVK;;110207;1108;Sandnes;ERROR [MAT_EJBOrgUnit];tilsynet;2014-04-14;Vier;;;;;;;ja;;;ja;nei;nei;nei;nei;nei;nei;4;40;19;15;;;;;;;
nei;STAT;977161630;Energidepartementet;974718596;Norges Vassdrags- Og Energidirektorat (Nve) Region Nord;1806;Narvik;Grønlielva Kraftverk/Rørbakken Vannverk;Z1409031437194873167RMZMM;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;;;;;;;;;;;30;40;10;0;;;;;;;
nei;;;;;Vannforsyningssystem;;;Vannforsyningssystem;Z1604262338490453252GNERS;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Røungen Hytteforening;;;;;;;ja;;;nei;nei;nei;nei;ja;nei;nei;0;234;0;78;;;;;;;
ja;AS;912871061;Norsea Logistics As;873157852;Norsea Logistics As Avd Norsea Logistics Dusavik;1103;Stavanger;Norsea Base Ledningsnett Dusavik Kai.;Z2106141014221452025ANJAB;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;ingen;;;;;;;ja;;;nei;nei;nei;ja;nei;nei;nei;0;100;0;0;;;;;;;
nei;KOMM;829912252;Haram Kommune;923935274;Haram Kommune Miljøteknisk;1580;Haram;Vatne Vassverk - Vatn Indre;Z2402021328460222024ZIXWT;;153410;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Vatne/Tennfjord-området samt til Hellestranda vassverk;;;;;;;ja;;;ja;ja;ja;nei;nei;ja;nei;2700;2700;1450;33;;;;;;;
nei;;;;;Myklebust Vassverk;;;Myklebust Vassverk;Z1303131409226663251MDCQQ;;;1578;Fjord;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;ja;;;ja;nei;nei;nei;nei;ja;nei;123;162;49;15;;;;;;;
nei;AS;998022231;Turhus Maskin As;981123972;Turhus Maskin As;3324;Gol;Einarset Hyttegrend;Z2203251255270590371GIOLB;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Einarset Hyttegrend;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;148;0;37;;;;;;;
ja;STI;977112494;Nardus Sti;921926391;Nardus Sti;4202;Grimstad;Oggetun Leirsted;Z0811201058144180124PVVCQ;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2008-11-13;Oggetun;;;;;;;nei;;;nei;nei;nei;nei;ja;nei;nei;0;100;0;1;;;;;;;
ja;SA;;;925533998;Nedre Steigen Vannverk Sa;1848;Steigen;Nedre Stegen Vannverk;Z2405141219096372025ZOGBN;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Stegen;;;;;;;nei;;;ja;nei;nei;nei;nei;ja;nei;40;40;17;4;;;;;;;
nei;SA;970234101;Sørbygda Vassverk Sa;972438685;Sørbygda Vassverk Sa;5041;Snåsa;Vannforsyningssystem;Z1002240856363333251KCDJR;;;5041;Snåsa;ERROR [MAT_EJBOrgUnit];tilsynet;2019-02-21;Sørbygda Engum til Våg;;;;;;;ja;;;ja;nei;nei;nei;nei;ja;nei;40;50;20;5;;;;;;;
ja;STI;954475492;Camphill Landsbystiftelse I Norge;974141744;Hogganvik Landsby;1160;Vindafjord;Hogganvik Landsby - Vannforsyningssystem;Z1003151330377881011JYGZX;;115911;1160;Vindafjord;ERROR [MAT_EJBOrgUnit];tilsynet;2018-06-29;Hogganvik landsby;;;;;;;ja;;;ja;nei;nei;ja;ja;ja;nei;35;50;10;10;;;;;;;
nei;AS;923957413;Fjordlaks As;973170856;Fjordlaks As;1508;Ålesund;Fjordlaks As - Sjøvannforsyni- Ngsanlegg (Fersk-Salt-Anllegg;Z0704301334367811189XKVFN;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2007-09-25;;;;;;;;;;;;;;;;;;;164;1;;;;;;;;
nei;FLI;970353739;Normisjon Region Øst;972572179;Kirketeigen Ungdomssenter;3436;Nord-Fron;Kirketeigen Ungdomssenter - Vannforsyning;Z2110051245106012025FRSDB;;;3436;Nord-Fron;ERROR [MAT_EJBOrgUnit];tilsynet;;Kirketerigen Kvam;;;;;;;ja;;;ja;nei;nei;ja;ja;nei;nei;2;150;1;18;;;;;;;
nei;;;;;Vabø Hyttelag Vv;;;Vabø Hyttelag Vv;Z1111161349253780167QJEUC;;126311;4631;Alver;ERROR [MAT_EJBOrgUnit];tilsynet;2013-06-21;;;;;;;;;;;ja;nei;nei;nei;nei;nei;nei;0;27;0;27;;;;;;;
nei;SA;;;954802701;Fiksdal Vassverk Sa;1535;Vestnes;Fiksdal Vannverk;Z0804171050479460127TJIIQ;;153504;1535;Vestnes;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;ja;;;ja;;;nei;ja;;;320;370;121;12;;;;;;;
nei;AS;;;983898483;Spåtind Sport Hotel As;3905;Tønsberg;Spåtind Sport Hotell As - Vannforsyning;Z1703151424558962025UKPIY;;53804;3448;Nordre Land;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;ja;;;ja;nei;nei;ja;ja;nei;nei;10;400;2;70;;;;;;;
nei;BEDR;;;991502955;Fossanåsen Senter As;0632;Rollag - UTGÅTT KODE;Brønn Fossanåsen;Z0804231258147080181OSZEQ;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Fossanåsen senter ;;;;;;;;;;nei;ja;nei;ja;nei;nei;nei;40;40;1;0;;;;;;;
nei;IKS;989016245;Givas Iks;992951478;Givas Iks   Avd Vann;3401;Kongsvinger;Givas Iks Hukusjøen Barnehage;Z1003020920101911089PZHKC;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2011-04-08;;;;;;;;;;;;;;;;;;0;56;2;0;;;;;;;
ja;STAT;932384469;Digitaliserings- Og Forvaltningsdepartementet (Dfd);985996881;Statsbygg Øst Høgskolen I Østfold Halden;3101;Halden;Ørje Tollsted;Z1408281434404573172VCJWM;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2014-06-05;tollstasjonen;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;20;0;1;;;;;;;
nei;KOMM;864950582;Ringsaker Kommune;973667130;Ringsaker Vannverk;3411;Ringsaker;Planlagt Nytt Vannverk I Moelv;Z1712151523179753109BILRE;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2018-05-30;Moelv - Ringsaker;;;;;;;ja;;;ja;ja;ja;ja;ja;ja;nei;6974;6974;3170;0;;;;;;;
nei;AS;924552042;Veggli Fjellstue As;982444020;Veggli Fjellstue As;3336;Rollag;Veggli Fjellstue - Vannforsyning;Z0704301338250941190GQJNT;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2018-02-21;Veggli Fjellstue;;;;;;;nei;;;nei;nei;nei;ja;ja;nei;nei;0;105;0;8;;;;;;;
nei;BEDR;;;918084908;Fredbo Catering;3411;Ringsaker;Fredbo Catering;Z1703270918530323135RITJJ;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2017-03-24;Fredbo;;;;;;;nei;;;ja;nei;ja;ja;nei;nei;nei;15;15;1;0;;;;;;;
nei;;;;;Onarheim Vassverk L/L;;;Onarheim Vassverk L/L;Z1003162039136943251VQYZP;;;4616;Tysnes;ERROR [MAT_EJBOrgUnit];tilsynet;;Nymark-Tveit-Aarbakka og Onarheim;;;;;;;ja;;;ja;ja;ja;ja;ja;ja;nei;700;890;175;75;;;;;;;
nei;OPMV;;;844243502;Verran Komm Vann-Kloakk-Renovasj;1724;Verran - UTGÅTT KODE;Malm Vannverk Driftsenhet Va;Z0709110929586161189KEMZZ;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2009-05-25;;;;;;;;;;;;;;;;;;;1600;690;;;;;;;;
nei;SA;992734345;Sørkil Vannverk Sa;929359984;Sørkil Vannverk Sa;1875;Hamarøy;Vannforsyningssystem;Z1010231539201013251FOBQG;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Sørkil i Hamarøy kommune;;;;;;;ja;;;ja;nei;nei;nei;ja;nei;nei;24;;11;18;;;;;;;
nei;AS;922597960;Blefjell Entreprenør As;976524160;Blefjell Entreprenør As;3334;Flesberg;Borge Kiosk Og Camping;Z1904111555467382024WHQEM;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Borge Camping;;;;;;;ja;;;nei;nei;nei;ja;ja;nei;nei;0;60;0;25;;;;;;;
ja;ENK;970462082;Buen Bjarne;971872934;Bjarne Buen;3303;Kongsberg;Vannforsyning Ble Høgda Camping;Z2507151401406252025WZXGA;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Campingplassen;;;;;;;ja;;;nei;nei;nei;nei;ja;nei;nei;0;300;0;0;;;;;;;
nei;KOMM;921383681;Tønsberg Kommune;974606755;Kommunalteknikk Vann Og Avløp;3905;Tønsberg;Ikke Aktiv Gretteåsen Vannverk;Z0705302239545481189AUVCF;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;;;;;;;;;;;0;140;54;0;;;;;;;
ja;;;;;Honnstad Vassverk;;;Honnstad Vassverk;Z1404071044306953140LSGDC;;;1566;Surnadal;ERROR [MAT_EJBOrgUnit];tilsynet;2014-04-04;;;;;;;;nei;;;ja;nei;nei;ja;nei;ja;nei;30;80;15;0;;;;;;;
nei;FLI;;;986005668;Larvik Og Omegns Turistforening;3909;Larvik;Ikke Aktiv Lauvesetra Turisthytte Lot C/O Thor Jan Odberg;Z0704301342219201190URVBF;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;;;;;;;;;;;;100;1;;;;;;;;
nei;KOMM;921233418;Orkland Kommune;976975383;Orkland Kommune Kommunale Veger;5059;Orkland;Orkdal Vannverk;Z0707022020001931190VRENG;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;;;;;;;;;;;0;7600;3680;0;;;;;;;
ja;KOMM;859223672;Time Kommune;974546221;Time Kommune Stab Administrasjon;1121;Time;Eikeland Skole Vannverk;Z1301180859530743158ZIESL;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2018-10-26;Eikeland;;;;;;;ja;;;ja;nei;ja;nei;nei;ja;nei;5;15;2;0;;;;;;;
nei;SA;922422605;Samvirkeforetaket Myrland Va;987714190;Samvirkeforetaket Myrland Va;3330;Hol;Myrland Vann Og Avløp;Z1909030942185272025XEXXY;;62007;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Myrland;;;;;;;nei;;;nei;nei;nei;nei;ja;nei;nei;0;300;0;78;;;;;;;
ja;AS;925395617;Trønderservicefordeg As;925419761;Trønderservicefordeg As;5038;Verdal;Egen Vannforsyning Når Camping Vinterstengt;Z2109291348079622025VPZNU;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Camping;;;;;;;nei;;;ja;nei;nei;nei;ja;nei;nei;5;80;1;80;;;;;;;
nei;KOMM;829912252;Haram Kommune;923935274;Haram Kommune Miljøteknisk;1580;Haram;Nordøyane - Vatn Nordre;Z2402021328465072024OEVPU;;153411;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Nordre fastland og øyer FORSYNES FRA: Brattvåg vassverk;;;;;;;ja;;;ja;ja;ja;ja;ja;ja;ja;2500;2500;1334;215;;;;;;;
nei;KOMM;829912252;Haram Kommune;923935274;Haram Kommune Miljøteknisk;1580;Haram;Brusdal Skule - Vassforsyning;Z2401021023202472024CNFIN;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Brusdal skule + 1 husttand og 3 hytter;;;;;;;ja;;;ja;nei;nei;nei;nei;nei;nei;5;99;1;3;;;;;;;
ja;ENK;969295865;Kåre Ragnar Helland;878133722;Kåre Ragnar Helland;3449;Sør-Aurdal;Morudstranda Kolonicamping - Vannforsyning;Z1111281355258050109PUGDT;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2011-07-18;morudstranda;;;;;;;ja;;;nei;nei;nei;ja;ja;nei;nei;0;60;0;0;;;;;;;
nei;BEDR;;;972484873;Langfjordbotn Vannlag A/L;2012;Alta - UTGÅTT KODE;Langfjordbotn Vannverk V/Arne Karlstrøm;Z0707022019287831190FMCCF;;201205;5601;Alta;ERROR [MAT_EJBOrgUnit];tilsynet;2009-12-16;;;;;;;;nei;;;ja;;;ja;ja;;;130;270;43;38;;;;;;;
nei;SA;;;970188959;Øvre Skogn Vasslag Sa;5037;Levanger;Øvre Skogn Vasslag;Z0805072302255531194DACLY;;171908;5037;Levanger;ERROR [MAT_EJBOrgUnit];tilsynet;2010-04-13;;;;;;;;ja;;;ja;;;nei;nei;;;800;800;325;0;;;;;;;
nei;AS;924688580;Espa Servicesenter As;924758112;Espa Servicesenter As;3413;Stange;Vannforsyning Til Saray Steakhouse Tidligere Bolleland Kro;Z2204281138460512024EDOOH;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Bolleland kro;;;;;;;nei;;;ja;nei;nei;ja;nei;nei;nei;5;150;1;0;;;;;;;
nei;KOMM;922530890;Øygarden Kommune;979352743;Øygarden Kommune Eigedom, Drift Og Vedlikehald;4626;Øygarden;Tellnes Skule;Z0705302238228161190EVLKM;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2009-12-16;;;;;;;;;;;;;;;;;;;25;1;;;;;;;;
ja;FLI;;;995648679;Haukenes Velforening;1112;Lund;Haukenes Hyttefelt - Vannforsyningssytem;Z1509251312244753100LUIKF;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Haukenes;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;50;0;16;;;;;;;
ja;FLI;971342730;Moi Idrettslag;814433722;Moi Idrettslag;1112;Lund;Sætrahytta - Vannforsyning;Z0705302238192601190VFXCM;;;1112;Lund;ERROR [MAT_EJBOrgUnit];tilsynet;2011-06-15;Sætra;;;;;;;nei;;;nei;nei;nei;nei;ja;nei;nei;0;50;0;1;;;;;;;
nei;KOMM;944073310;Fitjar Kommune;976672844;Fitjar Kommune Anleggstenesta;4615;Fitjar;Dåfjord-Sælevik Vassverk;Z0805072300494191194RBJVU;;122204;4615;Fitjar;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;nei;;;nei;;;nei;;;;120;120;51;21;;;;;;;
ja;SA;;;998606160;Liahøi Sa;3218;Ås;Liahøi;Z1305061054227603110YNZML;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Liahøy selskapslokale;;;;;;;ja;;;ja;nei;nei;ja;nei;nei;ja;4;500;1;0;;;;;;;
nei;KOMM;921383681;Tønsberg Kommune;974606755;Kommunalteknikk Vann Og Avløp;3905;Tønsberg;Ikke Aktiv Re Sykehjem Vannforsyning;Z0705302239471341190AHSTE;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;;;;;;;;;;;0;50;1;0;;;;;;;
nei;KOMM;961381096;Skjåk Kommune;974595648;Skjåk Kommune Plan, Samfunn Og Miljø;3433;Skjåk;Bismo Vassverk - Vannforsyningssystem;Z2203100914168220127CNTYK;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2023-01-24;Bismo;;;;;;;ja;;;ja;ja;ja;ja;ja;ja;nei;642;650;300;3;;;;;;;
nei;BEDR;;;980045730;Ramberg Fisk As;1859;Flakstad;Johansen Fisk As, Joh Ludv Sjøvannsanlegg;Z0704301338432241189GQBCL;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2009-01-28;;;;;;;;;;;;;;;;;;;56;1;;;;;;;;
ja;SA;;;995354926;Buvik Vannverk Sa;5530;Senja;Buvik Vannverk;Z1807100844011163109GMNKS;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2021-07-30;Buvik, Stonglandseidet;;;;;;;nei;;;ja;nei;nei;nei;nei;nei;nei;4;50;4;25;;;;;;;
nei;KOMM;964338531;Bergen Kommune;974600951;Bergen Vann;4601;Bergen;Bergen Vannverk-Tarlebø;Z0707022020181151190ZKTMA;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;;;;;;;;;;;;27380;0;;;;;;;;
nei;SA;950529474;Trysilfjell Utmarkslag Sa;972012599;Trysilfjell Utmarkslag Sa;3421;Trysil;Vannforsyningssystem;Z1302111306178783251IESVI;;;3421;Trysil;ERROR [MAT_EJBOrgUnit];tilsynet;;Trysilfjellet sør, hytteområde;;;;;;;ja;;;nei;nei;nei;nei;nei;nei;nei;0;9300;0;920;;;;;;;
nei;AS;931863762;Skasendens Venner As;874518212;Skasendens Venner As;3417;Grue;Vannforsyningssystem;Z1611081217428703252MCZKC;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2017-03-30;omeråde;;;;;;;ja;;;nei;nei;nei;ja;ja;nei;nei;0;100;0;0;;;;;;;
ja;AS;928032914;Sørsetra Eiendom As;928222632;Sørsetra Eiendom As;0301;Oslo kommune;Sørsetra - Vannforsyningssystem;Z2205121239185412024YPMCW;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Sørsetra Skistue;;;;;;;ja;;;nei;nei;nei;ja;ja;nei;nei;2;200;1;0;;;;;;;
ja;;;;;Indre Trandal Vasslag;;;Indre Trandal Vasslag;Z1705121534013702024TFIGE;;;1520;Ørsta;ERROR [MAT_EJBOrgUnit];tilsynet;;Indre Trandal;;;;;;;nei;;;ja;nei;nei;ja;ja;nei;nei;3;300;2;5;;;;;;;
ja;KOMM;840014932;Lyngen Kommune Ivgu Suohkan Yykeän Kunta;976979907;Lyngen Kommune Plan, Utvikling Og Næring;5536;Lyngen;Fastdalen Vannverk;Z1908220939574063171KDZOZ;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2019-08-27;Fastdalen;;;;;;;ja;;;ja;nei;ja;nei;nei;nei;nei;8;20;2;0;;;;;;;
nei;KOMM;959318166;Bremanger Kommune;992199687;Bremanger Kommune Tekniske Tenester Vassverk;4648;Bremanger;Bråtane Vannforsyningssystem;Z2202181412505000127TXGBV;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Ålfoten;;;;;;;ja;;;ja;nei;nei;nei;nei;nei;nei;43;100;15;0;;;;;;;
ja;AS;995697084;Vivelid As;992053933;Vivelid As;4627;Askøy;Vivelid Fjellstova - Vassforsyning;Z1408191216227893112QOIBX;;;4619;Eidfjord;ERROR [MAT_EJBOrgUnit];tilsynet;2014-08-15;Vivelid grend;;;;;;;nei;;;nei;nei;nei;ja;ja;nei;nei;0;50;0;1;;;;;;;
ja;AS;890798772;Fergeland Eiendom As;990894701;Fergeland Eiendom As;5006;Steinkjer;Nordheim;Z1506021517599433143ZGLEL;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2015-06-03;;;;;;;;nei;;;ja;nei;nei;ja;ja;nei;nei;0;80;2;0;;;;;;;
ja;AS;977098076;Eidesvik As;877102882;Eidesvik As;4613;Bømlo;Seven Viking;Z2412111344572930127LTLQU;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;;;;;;;;;;;;90;;;;;;;;;
ja;AS;931600826;Natadal As;973802461;Uppigard Natadal;4022;Seljord;Uppigard Natadal Gardsferie;Z2307031024533862025AMZSO;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Natadal;;;;;;;ja;;;ja;nei;nei;ja;ja;ja;nei;2;85;1;0;;;;;;;
nei;AS;;;925543764;Solsida Barnebeite As;3446;Gran;Drikkevann - Solsida Barnebeite;Z2104061409152112024FJNWV;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Solsida;;;;;;;ja;;;nei;nei;ja;ja;nei;nei;nei;0;40;0;0;;;;;;;
ja;STI;920187765;Hjartdal Montessoriskule Sti;920330576;Hjartdal Montessoriskule Sti;4024;Hjartdal;Gvammen Skule;Z2102031433419582025NALZR;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Gvammen skule;;;;;;;ja;;;nei;nei;ja;nei;nei;nei;nei;0;18;0;0;;;;;;;
nei;AS;933338509;Stille Steine As;971687401;Stille Steine As;1804;Bodø;Arctic Steine As N-399 Sjøvannsanlegg;Z0704301338417421189ZUXKB;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2007-08-15;0;;;;;;;nei;;;nei;nei;nei;nei;nei;nei;nei;0;56;1;0;;;;;;;
ja;KOMM;935478715;Bærum Kommune;974553309;Bærum Kommune Eiendom Administrasjon;3201;Bærum;Grønland Sportskafe- Vannforsyningssystem;Z0804281444482900105ULPMX;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2014-08-28;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;
ja;AS;;;918617833;Glennetangen As;3015;Skiptvet - UTGÅTT KODE;Glennetangen Fritidssenter;Z1308021338332633132ETKFA;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2014-05-09;glennetangen;;;;;;;nei;;;ja;nei;nei;ja;ja;nei;nei;0;200;1;70;;;;;;;
nei;BEDR;;;987668318;Room Xpress As;0545;Vang - UTGÅTT KODE;Eidsbugarden - Vannforsyning;Z1601111127039752024RNAXF;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2015-08-20;Eidsbugarden hotell;;;;;;;nei;;;nei;nei;nei;nei;ja;nei;nei;0;50;0;0;;;;;;;
nei;ENK;917218668;Eivind Selvikvåg;978230660;Eivind Selvikvåg;1133;Hjelmeland;Jon Rasmus Østerhus Bronnane Vassverk;Z0704301338548671189HZELK;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2011-04-13;;;;;;;;;;;;;;;;;;0;70;10;2;;;;;;;
nei;SA;985667160;Austevoll Vatn Og Avløp Sa;985680264;Austevoll Vatn Og Avløp Sa;4625;Austevoll;Austevoll Vassverk;Z0805072301050561189OLOYS;;;4625;Austevoll;ERROR [MAT_EJBOrgUnit];tilsynet;2008-05-06;;;;;;;;nei;;;nei;;;nei;;;;2230;3740;907;110;;;;;;;
nei;ENK;922629226;Wang C.O;971750855;Dnt Osbakken Kafe;3407;Gjøvik;Dnt Osbakken - Vannforsyning;Z1611181011134562024HGNWP;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2017-09-22;0;;;;;;;ja;;;ja;nei;nei;ja;nei;nei;nei;2;100;2;0;;;;;;;
nei;AS;924528265;Destinasjonsdrift As;920693814;Spåtind Sport Hotel As;3448;Nordre Land;Spåtind Sport Hotel As - Vannforsyning;Z2003121308539822024QUOVZ;;53804;3448;Nordre Land;ERROR [MAT_EJBOrgUnit];tilsynet;;Hotell, restaurant og ferieboliger.;;;;;;;ja;;;ja;nei;nei;ja;ja;nei;nei;10;400;2;70;;;;;;;
nei;SA;970200592;Nordre Rømskog Vannverk Sa;972468843;Nordre Rømskog Vannverk Sa;3226;Aurskog-Høland;Vannbehandlingsanlegg;Z1003291236138291047NUSRB;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Nordre Rømskog Kommune;;;;;;;ja;;;ja;ja;ja;ja;ja;ja;nei;400;500;200;20;;;;;;;
nei;;;;;Haukland Vannverk;;;Haukland Vannverk;Z1503111354572563168KZKRJ;;182408;;;ERROR [MAT_EJBOrgUnit];tilsynet;;Ikke besvart;;;;;;;nei;;;ja;nei;nei;nei;nei;nei;nei;54;54;18;0;;;;;;;
ja;STAT;932384469;Digitaliserings- Og Forvaltningsdepartementet (Dfd);974059177;Statsbygg Nord Tromsø Administrasjon;5501;Tromsø;Vannforsyningssystem - Jotka Fjellstue;Z1704031218185183252QUPFJ;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2017-03-29;Jotka Fjellstue;;;;;;;ja;;;ja;nei;nei;ja;ja;nei;nei;2;30;1;0;;;;;;;
nei;KOMM;940643112;Grane Kommune;976834283;Grane Kommune Eiendomsdrift;1825;Grane;Nord-Norge Porten Vannverk;Z1210111453310530396QYRMP;;;1825;Grane;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;ja;;;nei;nei;nei;ja;nei;nei;nei;0;1247;1;0;;;;;;;
nei;;;;;Austvatn Vannverk;;;Austvatn Vannverk;Z0911301431200170154ZBGWG;;41811;3414;Nord-Odal;ERROR [MAT_EJBOrgUnit];tilsynet;;;;;;;;;;;;ja;nei;nei;ja;nei;ja;nei;100;100;33;0;;;;;;;
nei;KOMM;959469059;Narvik Kommune;978607403;Narvik Kommune Eiendomsforvaltning;1806;Narvik;Seines Skole Vannverk Byggforvaltningen;Z0705302240033771190CSOWA;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2008-06-26;;;;;;;;nei;;;nei;nei;ja;nei;nei;nei;nei;0;25;1;0;;;;;;;
nei;BEDR;;;890307922;Firda Eiendom As;1411;Gulen - UTGÅTT KODE;Vassforsyning Til Skjerjehamn;Z1006021457086450122QBWFT;;;;;ERROR [MAT_EJBOrgUnit];tilsynet;2013-03-21;Skjerjehamn i Gulen;;;;;;;nei;;;ja;nei;nei;ja;nei;nei;nei;5;79;2;0;;;;;;;
